,Unnamed: 0.1,Unnamed: 0,loan_id,user_id,loan_amount,loan_initiated_date,due_date,phone_number,is_default
105,105,105,9167,4926,21501.66667,22/12/21 17:15,21/01/22 17:15,5714773402,0
106,106,106,9224,5178,29306.55455,23/12/21 6:40,22/01/22 6:40,3081199717,1
107,107,107,9248,5193,23300.0,23/12/21 7:27,22/01/22 7:27,8158598011,1
108,108,108,9276,5208,206585.2185,23/12/21 9:57,22/01/22 9:57,6587380372,0
109,109,109,9289,5203,46633.01176,23/12/21 10:59,22/01/22 10:59,8492409489,0
110,110,110,9363,5247,186566.0588,23/12/21 16:54,22/01/22 16:54,8974016152,0
111,111,111,9391,2,58666.66667,23/12/21 21:57,22/01/22 21:57,3825154345,0
112,112,112,9418,5220,49966.57895,24/12/21 5:33,23/01/22 5:33,7344989915,0
113,113,113,9519,5341,14733.33333,24/12/21 15:35,23/01/22 15:35,9778328312,0
114,114,114,9538,5355,34966.66667,24/12/21 16:34,23/01/22 16:34,1177594984,0
115,115,115,9771,5496,413250.0,25/12/21 17:59,24/01/22 17:59,7301510123,1
116,116,116,9772,5255,49966.875,25/12/21 18:20,24/01/22 18:20,4856478775,0
117,117,117,9790,5511,23300.0,26/12/21 1:46,25/01/22 1:46,9191683400,1
118,118,118,9827,5540,23300.0,26/12/21 5:26,25/01/22 5:26,2525795573,1
119,119,119,9870,5058,383226.6667,26/12/21 10:12,25/01/22 10:12,5112761998,0
120,120,120,9875,5542,49266.59603,26/12/21 10:22,25/01/22 10:22,2199434829,0
121,121,121,10010,4418,192850.0,27/12/21 4:50,26/01/22 4:50,2348852447,0
122,122,122,10078,5639,206625.0,27/12/21 9:55,26/01/22 9:55,7000232560,0
123,123,123,10088,5698,49966.66667,27/12/21 10:50,26/01/22 10:50,9771298061,0
124,124,124,10110,5723,49266.1,27/12/21 12:19,26/01/22 12:19,8347036820,0
125,125,125,10507,5967,20965.0,29/12/21 7:31,28/01/22 7:31,5802517461,0
126,126,126,10571,5980,113276.5328,29/12/21 13:03,28/01/22 13:03,8315738953,0
127,127,127,10686,6088,45050.0,30/12/21 5:24,29/01/22 5:24,9469267628,0
128,128,128,10749,6131,66633.25,30/12/21 11:06,29/01/22 11:06,9537428076,0
129,129,129,10901,6190,49906.24179,31/12/21 7:14,30/01/22 7:14,3857557363,0
130,130,130,10904,6221,118300.0,31/12/21 7:28,30/01/22 7:28,9212298436,0
131,131,131,11022,6293,23300.0,31/12/21 16:07,30/01/22 16:07,7517446892,0
132,132,132,11156,6272,53300.0,01/01/22 13:55,31/01/22 13:55,2788600667,0
133,133,133,11311,6439,206625.0,02/01/22 12:47,01/02/22 12:47,3177969280,0
134,134,134,11338,6475,49947.8912,02/01/22 14:21,01/02/22 14:21,4836659011,0
135,135,135,11395,6510,66633.25,02/01/22 18:38,01/02/22 18:38,4783095732,0
136,136,136,11402,6513,277110.0,02/01/22 19:50,01/02/22 19:50,5721788937,0
137,137,137,11411,6522,92370.0,03/01/22 1:12,02/02/22 1:12,3564852726,0
138,138,138,11417,6491,92303.40303,03/01/22 2:22,02/02/22 2:22,5007969699,0
139,139,139,11451,6546,59966.66667,03/01/22 5:16,02/02/22 5:16,9048341314,0
140,140,140,11484,5767,418325.0,03/01/22 9:10,02/02/22 9:10,7595619828,0
141,141,141,11584,930,26370.0,03/01/22 15:53,02/02/22 15:53,3407562280,1
142,142,142,11622,6640,243575.0,04/01/22 0:31,03/02/22 0:31,3479163896,0
143,143,143,11638,6615,49966.01103,04/01/22 2:42,03/02/22 2:42,7035828975,0
144,144,144,11652,6659,364000.0,04/01/22 3:57,03/02/22 3:57,4598784559,0
145,145,145,11728,6669,49966.6,04/01/22 13:10,03/02/22 13:10,4088457342,0
146,146,146,11802,6769,92370.0,04/01/22 14:52,03/02/22 14:52,2529449071,0
147,147,147,11895,6833,59970.0,04/01/22 18:35,03/02/22 18:35,9829813930,0
148,148,148,11937,6862,27930.0,05/01/22 2:46,04/02/22 2:46,1000745141,0
149,149,149,11944,6867,34966.66667,05/01/22 3:21,04/02/22 3:21,7056241537,0
150,150,150,11954,6874,23070.0,05/01/22 4:41,04/02/22 4:41,2353141135,0
151,151,151,12034,6718,65929.42804,05/01/22 10:25,04/02/22 10:25,6558574805,0
152,152,152,12052,6484,92370.0,05/01/22 12:12,04/02/22 12:12,2718005914,0
153,153,153,12084,6949,49966.54109,05/01/22 16:10,04/02/22 16:10,3373710616,1
154,154,154,12330,7107,431475.0,07/01/22 9:10,06/02/22 9:10,4746219121,0
155,155,155,12335,1858,92370.0,07/01/22 9:59,06/02/22 9:59,5497964610,0
156,156,156,12356,6893,80868.2,07/01/22 11:45,06/02/22 11:45,5217728854,0
157,157,157,12433,7161,26370.0,07/01/22 18:54,06/02/22 18:54,1292797112,0
158,158,158,12465,7059,56633.33333,08/01/22 2:45,07/02/22 2:45,1534353135,0
159,159,159,12569,7247,19770.0,08/01/22 13:36,07/02/22 13:36,1206119215,0
160,160,160,12571,5241,46633.03333,08/01/22 14:03,07/02/22 14:03,8450987561,0
161,161,161,12607,7189,19770.0,08/01/22 18:11,07/02/22 18:11,6813114571,0
162,162,162,12687,6733,65970.0,09/01/22 7:04,08/02/22 7:04,7034797850,1
163,163,163,12782,6351,281650.0,09/01/22 12:48,08/02/22 12:48,3905781171,0
164,164,164,12826,7129,384850.0,09/01/22 16:07,08/02/22 16:07,6684707841,1
165,165,165,12836,7425,26370.0,09/01/22 16:40,08/02/22 16:40,6239783988,0
166,166,166,13263,7628,491073.3333,11/01/22 11:12,10/02/22 11:12,9599421685,0
167,167,167,13392,7698,13300.0,12/01/22 2:58,11/02/22 2:58,6093397073,0
168,168,168,13402,7704,23070.0,12/01/22 4:39,11/02/22 4:39,6684349968,0
169,169,169,13482,7746,59970.0,12/01/22 14:14,11/02/22 14:14,2472137701,0
170,170,170,13490,6272,28305.0,12/01/22 13:56,11/02/22 13:56,6947274586,0
171,171,171,13580,7773,117966.4751,13/01/22 7:21,12/02/22 7:21,3273091497,1
172,172,172,13602,7724,19766.24858,13/01/22 8:41,12/02/22 8:41,9688651328,0
173,173,173,13631,7830,26370.0,13/01/22 11:24,12/02/22 11:24,1126968522,0
174,174,174,13644,5573,26370.0,13/01/22 12:09,12/02/22 12:09,9562486291,0
175,175,175,13765,7904,182200.0,14/01/22 7:59,13/02/22 7:59,3788810378,0
176,176,176,13776,6663,46633.00246,14/01/22 9:27,13/02/22 9:27,1013247412,1
177,177,177,13778,7909,26363.74377,14/01/22 8:50,13/02/22 8:50,5628313803,0
178,178,178,13859,7959,29670.0,14/01/22 16:52,13/02/22 16:52,8906909581,0
179,179,179,13866,7951,98940.0,14/01/22 18:20,13/02/22 18:20,4959381404,0
180,180,180,13963,8017,23070.0,15/01/22 9:03,14/02/22 9:03,1921754904,0
181,181,181,14017,7204,49966.66667,15/01/22 13:30,14/02/22 13:30,4080334618,0
182,182,182,14018,7937,26370.0,15/01/22 13:33,14/02/22 13:33,7576816286,0
183,183,183,14096,8094,28017.0,16/01/22 5:57,15/02/22 5:57,8108925677,0
184,184,184,14102,7936,72570.0,16/01/22 6:44,15/02/22 6:44,7610902951,0
185,185,185,14166,5540,92370.0,16/01/22 12:37,15/02/22 12:37,2080663781,1
186,186,186,14217,8164,28233.125,16/01/22 19:13,15/02/22 19:13,8819078305,0
187,187,187,14283,8172,92370.0,17/01/22 7:59,16/02/22 7:59,5629004845,0
188,188,188,14325,7519,44866.13333,17/01/22 12:01,16/02/22 12:01,8770560484,0
189,189,189,14338,8080,92370.0,17/01/22 13:39,16/02/22 13:39,5628680662,0
190,190,190,14358,8189,49966.83333,17/01/22 14:22,16/02/22 14:22,2014655698,0
191,191,191,14410,8261,456250.0,17/01/22 18:26,16/02/22 18:26,2909082745,0
192,192,192,14506,8010,248330.0,18/01/22 8:48,17/02/22 8:48,3200010459,0
193,193,193,14510,8306,26633.04,18/01/22 9:27,17/02/22 9:27,8936473626,0
194,194,194,14530,8261,37225.0,18/01/22 11:10,17/02/22 11:10,8835839877,0
195,195,195,14536,7576,49966.64575,18/01/22 12:00,17/02/22 12:00,5828323208,1
196,196,196,14604,7652,49713.48958,19/01/22 0:56,18/02/22 0:56,1388585978,0
197,197,197,14656,7635,26370.0,19/01/22 8:52,18/02/22 8:52,7259837548,1
198,198,198,14810,8474,431475.0,20/01/22 3:11,19/02/22 3:11,9788587456,0
199,199,199,14812,8475,29966.66667,20/01/22 3:18,19/02/22 3:18,5514445418,0
200,200,200,15188,8330,99918.6051,21/01/22 14:26,20/02/22 14:26,2801785310,0
201,201,201,15300,8772,327525.0,22/01/22 6:49,21/02/22 6:49,5832461200,0
202,202,202,15315,8775,49966.5,22/01/22 7:33,21/02/22 7:33,6762413796,0
203,203,203,15391,8746,49966.63462,22/01/22 10:47,21/02/22 10:47,2244299723,0
204,204,204,15394,8818,68940.0,22/01/22 10:52,21/02/22 10:52,1853243574,0
205,205,205,15413,8510,49966.05263,22/01/22 11:51,21/02/22 11:51,4608539718,0
206,206,206,15504,8844,29449.37931,22/01/22 19:30,21/02/22 19:30,1027691979,0
207,207,207,15510,7565,18233.33333,22/01/22 19:41,21/02/22 19:41,2686024061,0
208,208,208,15564,8919,4933.333333,23/01/22 6:03,22/02/22 6:03,4188446557,0
209,209,209,15608,8938,125970.0,23/01/22 9:13,22/02/22 9:13,4797359595,0
210,210,210,15743,9035,29966.81237,23/01/22 17:57,22/02/22 17:57,5843843919,0
211,211,211,15789,9055,28470.0,24/01/22 4:37,23/02/22 4:37,5164084585,0
212,212,212,15827,9078,29966.66667,24/01/22 7:07,23/02/22 7:07,1957828853,0
213,213,213,15896,9121,43300.0,24/01/22 12:41,23/02/22 12:41,9107980119,0
214,214,214,15899,5937,443950.0,24/01/22 12:48,23/02/22 12:48,9471786500,0
215,215,215,15925,2,266.6,24/01/22 15:14,23/02/22 15:14,4266204003,0
216,216,216,15968,9068,364000.0,24/01/22 18:13,23/02/22 18:13,6214908261,0
217,217,217,16027,9200,29966.82143,25/01/22 5:51,24/02/22 5:51,7212951094,0
218,218,218,16042,9207,49966.00794,25/01/22 7:17,24/02/22 7:17,2920131516,1
219,219,219,16094,9249,19933.01176,25/01/22 10:56,24/02/22 10:56,7905118605,1
220,220,220,16113,9256,173116.6667,25/01/22 12:34,24/02/22 12:34,7439362265,0
221,221,221,16157,9290,33300.0,25/01/22 15:09,24/02/22 15:09,6187080298,1
222,222,222,16193,9300,8100.0,25/01/22 16:47,24/02/22 16:47,4197022546,0
223,223,223,16264,9328,66633.05,26/01/22 4:30,25/02/22 4:30,2898309068,0
224,224,224,16390,9412,18252.12324,26/01/22 13:31,25/02/22 13:31,4455466350,0
225,225,225,16422,9397,59966.66667,26/01/22 15:44,25/02/22 15:44,3580581868,0
226,226,226,16434,9408,64335.34483,26/01/22 16:28,25/02/22 16:28,5188118835,0
227,227,227,16448,9400,113940.0,26/01/22 17:28,25/02/22 17:28,8235288814,0
228,228,228,16455,8195,98970.0,26/01/22 18:11,25/02/22 18:11,8693064166,0
229,229,229,16463,9388,59970.0,26/01/22 19:34,25/02/22 19:34,2345508325,0
230,230,230,16466,9442,99966.66667,26/01/22 21:57,25/02/22 21:57,1536126491,0
231,231,231,16472,9453,422650.0,27/01/22 1:32,26/02/22 1:32,8464731512,0
232,232,232,16478,9457,108333.3333,27/01/22 1:55,26/02/22 1:55,4821256729,1
233,233,233,16506,9114,49966.16667,27/01/22 4:05,26/02/22 4:05,3050189612,0
234,234,234,16555,9495,499966.5291,27/01/22 7:18,26/02/22 7:18,2058404655,1
235,235,235,16636,9473,374425.0,27/01/22 11:29,26/02/22 11:29,4052666419,0
236,236,236,16680,8988,438375.0,27/01/22 13:50,26/02/22 13:50,5274243815,0
237,237,237,16710,9508,16633.125,27/01/22 15:35,26/02/22 15:35,9688472483,0
238,238,238,16820,9599,46633.08333,28/01/22 6:03,27/02/22 6:03,7306560152,0
239,239,239,16855,9632,62940.0,28/01/22 7:54,27/02/22 7:54,4138160932,0
240,240,240,16911,8312,37130.5203,28/01/22 11:22,27/02/22 11:22,8084270821,0
241,241,241,16914,9664,56333.33333,28/01/22 11:34,27/02/22 11:34,9918872718,0
242,242,242,16924,19,13916.66667,28/01/22 12:22,27/02/22 12:22,9845573203,0
243,243,243,16962,9669,316150.0,28/01/22 15:15,27/02/22 15:15,4844359533,0
244,244,244,17039,9737,66633.1,29/01/22 0:54,28/02/22 0:54,6738383730,0
245,245,245,17085,9760,53306.66667,29/01/22 5:28,28/02/22 5:28,7753325634,0
246,246,246,17169,9220,28408.24295,29/01/22 10:08,28/02/22 10:08,2709887075,0
247,247,247,17192,5891,49966.78571,29/01/22 11:24,28/02/22 11:24,6190442041,0
248,248,248,17232,9815,99966.66667,29/01/22 12:58,28/02/22 12:58,1483705257,0
249,249,249,17299,9682,26600.0,29/01/22 16:46,28/02/22 16:46,1556036737,0
250,250,250,17331,9864,66633.33333,30/01/22 1:47,01/03/22 1:47,3280016375,0
251,251,251,17389,9816,299250.0,30/01/22 7:06,01/03/22 7:06,3694008479,0
252,252,252,17421,9911,49966.88889,30/01/22 9:28,01/03/22 9:28,6620203087,0
253,253,253,17481,9895,23300.0,30/01/22 15:19,01/03/22 15:19,5710009739,0
254,254,254,17531,9975,49966.75,31/01/22 4:13,02/03/22 4:13,9515622892,0
255,255,255,17542,9992,66633.2,31/01/22 5:10,02/03/22 5:10,6953593531,0
256,256,256,17548,9454,89970.0,31/01/22 5:32,02/03/22 5:32,4840431166,0
257,257,257,17552,9969,13300.0,31/01/22 5:37,02/03/22 5:37,9462144659,0
258,258,258,17576,9974,49966.05128,31/01/22 6:40,02/03/22 6:40,9079631902,0
259,259,259,17590,10004,39836.66667,31/01/22 7:04,02/03/22 7:04,9857460178,0
260,260,260,17626,10019,206625.0,31/01/22 8:17,02/03/22 8:17,9602477063,0
261,261,261,17627,10020,46666.66667,31/01/22 8:21,02/03/22 8:21,6267371354,0
262,262,262,17640,10025,29894.12658,31/01/22 8:43,02/03/22 8:43,2392850633,0
263,263,263,17746,10060,227675.0,31/01/22 13:12,02/03/22 13:12,5577517600,0
264,264,264,17762,10068,20970.0,31/01/22 13:53,02/03/22 13:53,4855362261,0
265,265,265,17827,10112,79966.64739,31/01/22 19:08,02/03/22 19:08,2418105477,1
266,266,266,17837,10117,29970.0,31/01/22 20:07,02/03/22 20:07,9069678682,1
267,267,267,17854,10127,106366.1268,31/01/22 22:52,02/03/22 22:52,1176148390,0
268,268,268,17937,10157,462740.0,01/02/22 6:23,03/03/22 6:23,5175397226,0
269,269,269,17951,10148,116633.0001,01/02/22 7:04,03/03/22 7:04,7867380049,1
270,270,270,17953,10160,36776.66667,01/02/22 7:14,03/03/22 7:14,5502886141,0
271,271,271,18000,10183,38666.94444,01/02/22 10:55,03/03/22 10:55,9478934962,0
272,272,272,18010,10190,29970.0,01/02/22 10:55,03/03/22 10:55,9517501069,0
273,273,273,18011,9577,67425.0,01/02/22 10:53,03/03/22 10:53,1932331127,0
274,274,274,18023,10172,499966.5241,01/02/22 11:49,03/03/22 11:49,4589069028,1
275,275,275,18304,10087,66633.33333,03/02/22 6:52,05/03/22 6:52,8847712391,0
276,276,276,18312,10105,89970.0,03/02/22 7:35,05/03/22 7:35,8337252345,0
277,277,277,18342,10284,49966.85714,03/02/22 10:24,05/03/22 10:24,3999281590,0
278,278,278,18406,10330,49966.06122,03/02/22 20:49,05/03/22 20:49,1716268657,0
279,279,279,18432,10341,49966.66667,04/02/22 5:06,06/03/22 5:06,8626071643,0
280,280,280,18433,8770,49966.2,04/02/22 5:17,06/03/22 5:17,6797449139,0
281,281,281,18470,10366,371450.0,04/02/22 9:34,06/03/22 9:34,7442492444,0
282,282,282,18564,10420,66633.00019,04/02/22 12:55,06/03/22 12:55,2171381809,1
283,283,283,18575,10425,393266.5202,04/02/22 13:26,06/03/22 13:26,9323387483,1
284,284,284,18592,10428,66633.00006,04/02/22 14:03,06/03/22 14:03,2137210101,1
285,285,285,18603,10425,316633.0021,04/02/22 14:16,06/03/22 14:16,3715715620,1
286,286,286,18658,10484,47468.0022,04/02/22 17:20,06/03/22 17:20,5067364725,1
287,287,287,18682,10501,18266.66667,04/02/22 18:18,06/03/22 18:18,8053633254,0
288,288,288,18686,10498,499966.4703,04/02/22 18:46,06/03/22 18:46,1052158367,1
289,289,289,18705,10517,166633.2,04/02/22 20:38,06/03/22 20:38,3979007646,0
290,290,290,18713,10520,8133.000051,04/02/22 23:59,06/03/22 23:59,6738873886,1
291,291,291,18739,10526,15966.53289,05/02/22 2:42,07/03/22 2:42,2351695428,1
292,292,292,18757,9820,33300.0,05/02/22 3:49,07/03/22 3:49,6110985438,0
293,293,293,18776,10560,58300.0,05/02/22 5:17,07/03/22 5:17,9682830678,0
294,294,294,18798,8426,99966.5134,05/02/22 6:38,07/03/22 6:38,1309860285,1
295,295,295,18823,10588,53300.0,05/02/22 8:52,07/03/22 8:52,8252595110,0
296,296,296,18851,10607,316633.0022,05/02/22 10:06,07/03/22 10:06,5816706919,1
297,297,297,18890,10632,58300.0,05/02/22 11:46,07/03/22 11:46,3247290562,0
298,298,298,18902,10640,26633.33333,05/02/22 12:12,07/03/22 12:12,2797775762,0
299,299,299,18903,10642,9966.4,05/02/22 12:12,07/03/22 12:12,8437966653,0
300,300,300,18906,10644,4133.25,05/02/22 12:28,07/03/22 12:28,1910168731,0
301,301,301,18965,10679,46633.14286,05/02/22 15:26,07/03/22 15:26,9346426215,0
302,302,302,18985,10510,116633.0833,05/02/22 16:37,07/03/22 16:37,3686427167,0
303,303,303,19009,10709,93300.0,05/02/22 17:46,07/03/22 17:46,5329341418,0
304,304,304,19109,10736,29970.0,06/02/22 4:24,08/03/22 4:24,8908880051,0
305,305,305,19128,10502,73300.0,06/02/22 5:17,08/03/22 5:17,8335794474,1
306,306,306,19172,10812,49966.56,06/02/22 7:27,08/03/22 7:27,5373147982,0
307,307,307,19189,10811,22638.2,06/02/22 8:50,08/03/22 8:50,9239228827,0
308,308,308,19213,10818,90638.0002,06/02/22 9:16,08/03/22 9:16,7676003468,1
309,309,309,19386,10896,39946.18989,06/02/22 17:00,08/03/22 17:00,1046154138,0
310,310,310,19401,10934,19933.33333,06/02/22 17:54,08/03/22 17:54,5275841861,0
311,311,311,19432,10951,66633.33333,06/02/22 19:12,08/03/22 19:12,4078682908,0
312,312,312,19551,10704,49879.40728,07/02/22 7:05,09/03/22 7:05,9022337355,0
